thisRow.t,notes,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.1695420000469312,0.17032240005210042,1`,001,2024-10-02_23h46.36.100,exp,2024.1.5,None,2024-10-02 23h47.58.444151 -0700,
