thisRow.t,notes,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004686699947342277,0.005231000017374754,671981,001,2024-10-02_23h48.35.924,exp,2024.1.5,None,2024-10-02 23h48.44.156660 -0700,
