thisRow.t,notes,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004705799976363778,0.005199100007303059,869654,001,2024-10-03_00h09.03.562,untitled,2024.1.5,None,2024-10-03 00h09.11.830525 -0700,
